                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     76,                0.58544,                0.76093,                  0.372,                0.85392,                0.93993,                0.89824,                0.96592,                0.88259,                0.93949,                0.89783,                0.96326,                0.80224,                 0.5023,                0.62049,                0.37369,                0.81777,              0.0014228,              0.0014228,              0.0014228
                     77,                0.56565,                0.73007,                0.36474,                0.84761,                0.92902,                0.90472,                0.96749,                0.88257,                0.93634,                0.90105,                 0.9642,                0.80988,                0.50317,                0.56984,                0.36544,                0.81591,              0.0014195,              0.0014195,              0.0014195
                     78,                0.56773,                0.72172,                0.36165,                0.84362,                0.93407,                0.89774,                0.96847,                0.89192,                0.93746,                0.89671,                0.96496,                0.82176,                0.46725,                0.57092,                0.36478,                0.80963,              0.0014161,              0.0014161,              0.0014161
                     79,                0.56285,                0.72563,                0.35894,                0.84797,                0.95715,                0.86598,                0.96238,                0.89329,                0.95675,                0.86279,                0.95887,                0.82525,                0.44022,                 0.5652,                0.36657,                0.81018,              0.0014128,              0.0014128,              0.0014128
                     80,                0.55943,                0.71809,                0.35686,                0.84734,                0.92837,                0.90494,                0.96649,                0.89558,                0.92752,                0.90413,                0.96479,                0.81708,                0.44573,                0.56708,                 0.3704,                0.80641,              0.0014095,              0.0014095,              0.0014095
                     81,                0.57057,                0.70926,                0.36179,                0.85103,                0.93638,                0.89771,                0.96484,                0.88618,                 0.9354,                0.89282,                0.96122,                0.79736,                0.47665,                0.59065,                0.37615,                0.81319,              0.0014062,              0.0014062,              0.0014062
                     82,                0.58306,                0.71163,                0.36642,                0.85109,                0.94067,                0.88734,                0.96503,                0.86653,                0.94306,                0.88525,                0.96085,                0.78605,                0.56307,                0.58497,                0.38176,                0.82542,              0.0014029,              0.0014029,              0.0014029
                     83,                0.59717,                0.76355,                 0.3694,                0.85391,                0.91922,                0.90983,                0.96664,                0.87057,                0.92709,                0.89285,                0.96159,                0.77577,                0.54632,                0.64376,                0.38439,                0.82295,              0.0013996,              0.0013996,              0.0013996
                     84,                0.57022,                0.73325,                  0.358,                 0.8442,                0.94318,                0.89051,                0.96486,                0.88512,                0.94375,                0.88888,                0.96163,                0.81241,                0.48623,                0.56755,                0.36827,                0.81176,              0.0013963,              0.0013963,              0.0013963
                     85,                0.57083,                0.72961,                0.36091,                0.84483,                0.94318,                0.88785,                0.96119,                0.88944,                0.94318,                0.88785,                0.95884,                0.82568,                0.46322,                0.55803,                0.37422,                0.81019,               0.001393,               0.001393,               0.001393
                     86,                0.58909,                0.74483,                0.36635,                0.85088,                0.93332,                0.89226,                0.96231,                0.89666,                0.93386,                0.89212,                0.96132,                0.83607,                0.43577,                   0.58,                0.37865,                0.80713,              0.0013897,              0.0013897,              0.0013897
                     87,                0.57464,                0.71861,                0.36668,                0.84881,                0.94741,                0.89012,                0.96374,                0.89746,                0.94781,                0.89109,                0.96285,                  0.816,                0.43706,                0.56462,                0.36376,                0.80812,              0.0013864,              0.0013864,              0.0013864
                     88,                0.57316,                0.72371,                0.36569,                0.84993,                0.93863,                0.89081,                0.96724,                0.90032,                0.93818,                0.89041,                0.96426,                0.81983,                0.42716,                 0.5514,                0.35846,                0.80726,              0.0013831,              0.0013831,              0.0013831
                     89,                0.57079,                0.71686,                0.36393,                0.84837,                0.92608,                0.90559,                0.96828,                0.88719,                0.93277,                0.90105,                0.96314,                0.80793,                 0.4797,                0.57234,                0.34558,                0.81477,              0.0013798,              0.0013798,              0.0013798
                     90,                0.57706,                0.74082,                0.36448,                0.84664,                0.93605,                0.89856,                0.96842,                0.89383,                0.93517,                0.89775,                0.96567,                0.81721,                0.46534,                0.57083,                  0.349,                0.81232,              0.0013765,              0.0013765,              0.0013765
                     91,                0.56059,                0.70555,                0.35588,                 0.8435,                0.93847,                0.89607,                 0.9683,                0.89664,                0.93755,                0.89892,                0.96724,                0.83591,                0.46574,                0.55654,                0.36283,                0.80951,              0.0013732,              0.0013732,              0.0013732
                     92,                 0.5613,                0.71335,                0.35257,                0.84671,                0.94711,                0.89358,                0.96833,                0.88934,                0.94604,                0.89125,                0.96566,                0.80928,                0.48809,                0.59321,                0.36601,                0.81221,              0.0013699,              0.0013699,              0.0013699
                     93,                0.56198,                0.71855,                0.35321,                0.84515,                0.93461,                 0.8972,                 0.9669,                0.88779,                0.93367,                0.89656,                0.96525,                0.82045,                0.49472,                0.57115,                0.37257,                0.81375,              0.0013666,              0.0013666,              0.0013666
                     94,                0.57563,                0.71893,                0.35858,                0.84829,                0.92763,                0.90088,                0.96612,                0.89596,                0.92588,                0.90131,                0.96501,                0.83453,                0.44706,                0.55857,                0.35901,                0.80712,              0.0013633,              0.0013633,              0.0013633
                     95,                0.57709,                 0.7146,                0.35775,                0.84815,                0.92897,                0.90992,                0.96763,                0.89578,                0.92933,                0.90758,                0.96391,                0.81568,                0.44613,                0.57038,                0.34815,                0.80743,                0.00136,                0.00136,                0.00136
                     96,                0.56718,                0.70765,                0.35347,                0.84921,                0.93915,                0.90063,                0.96789,                0.87132,                0.94111,                0.89462,                0.96438,                0.78619,                0.57322,                0.58841,                0.38933,                0.82628,              0.0013567,              0.0013567,              0.0013567
                     97,                0.55573,                0.70268,                0.35107,                0.84523,                0.95448,                0.88833,                0.96678,                0.88632,                0.95361,                0.88724,                0.96382,                  0.816,                0.49019,                0.57318,                0.36165,                0.81441,              0.0013534,              0.0013534,              0.0013534
                     98,                 0.5563,                0.69583,                0.35309,                0.84301,                 0.9474,                0.86618,                0.96008,                0.88093,                0.94751,                0.86641,                0.95889,                0.83739,                0.48089,                0.54993,                0.38326,                0.81212,              0.0013501,              0.0013501,              0.0013501
                     99,                0.54675,                0.67301,                0.35448,                0.84154,                0.94417,                0.89316,                0.96407,                0.89622,                0.94982,                0.88815,                0.96131,                0.82221,                  0.439,                0.55102,                 0.3604,                0.80559,              0.0013468,              0.0013468,              0.0013468
                    100,                0.57512,                 0.7315,                0.36093,                0.84694,                0.93322,                0.89709,                0.96395,                0.87707,                 0.9327,                0.89583,                0.96049,                0.78499,                 0.5056,                 0.6148,                0.36967,                0.81725,              0.0013435,              0.0013435,              0.0013435
                    101,                0.57033,                0.72348,                 0.3684,                0.84644,                0.93013,                0.83516,                 0.9466,                0.86293,                0.92963,                0.83475,                0.94617,                0.79938,                0.50773,                0.59817,                0.43394,                0.82426,              0.0013402,              0.0013402,              0.0013402
                    102,                0.60386,                0.74797,                0.37066,                0.85578,                0.94925,                0.87906,                0.96047,                0.87959,                0.94679,                 0.8768,                0.95818,                0.80819,                0.48249,                0.58833,                0.39032,                0.81371,              0.0013369,              0.0013369,              0.0013369
                    103,                0.57186,                0.71468,                0.36159,                0.84402,                0.93267,                 0.8951,                0.96473,                 0.8976,                0.93267,                 0.8951,                 0.9631,                 0.8063,                0.41657,                0.56403,                0.38757,                0.80417,              0.0013336,              0.0013336,              0.0013336
                    104,                0.56285,                0.70332,                0.36558,                0.84599,                 0.9289,                0.90385,                 0.9645,                 0.8964,                 0.9291,                0.90263,                0.96172,                0.80927,                 0.4294,                0.57401,                0.35411,                0.80793,              0.0013303,              0.0013303,              0.0013303
                    105,                0.56386,                0.71305,                0.36384,                0.84354,                0.89595,                0.78097,                0.90109,                0.83538,                0.89295,                0.77831,                0.89621,                0.73735,                0.43726,                 0.7599,                0.50032,                0.81287,               0.001327,               0.001327,               0.001327
                    106,                0.55629,                 0.7043,                0.35617,                0.84311,                0.93416,                 0.8979,                0.96494,                0.88119,                0.93331,                0.89709,                0.96278,                0.78574,                0.49452,                0.62167,                0.36849,                0.81455,              0.0013237,              0.0013237,              0.0013237
