                  epoch,        train/giou_loss,         train/cls_loss,          train/l1_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),          val/giou_loss,           val/cls_loss,            val/l1_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    163,                 0.1697,                0.32147,                0.02948,                0.87479,                0.91046,                0.96259,                0.90691,                  0.135,                0.39669,                0.02857,              0.0011356,              0.0011356,              0.0011356
                    164,                0.17624,                0.32876,                0.03039,                0.89907,                0.89666,                0.96367,                0.89475,                0.15555,                0.40966,                0.02952,              0.0011323,              0.0011323,              0.0011323
                    165,                0.16738,                0.32234,                0.02952,                0.89019,                0.90836,                0.96474,                0.90716,                 0.1422,                0.38949,                0.02925,               0.001129,               0.001129,               0.001129
                    166,                0.16675,                0.31631,                0.02941,                0.88125,                0.90703,                0.96259,                 0.9023,                 0.1447,                0.42155,                0.03088,              0.0011257,              0.0011257,              0.0011257
                    167,                0.17064,                0.32548,                0.02972,                0.90818,                0.88284,                0.96256,                0.90226,                0.14439,                0.40027,                0.02997,              0.0011224,              0.0011224,              0.0011224
                    168,                0.17336,                0.32731,                0.02986,                 0.8954,                0.89607,                0.96275,                0.89587,                0.15597,                0.41345,                0.03106,              0.0011191,              0.0011191,              0.0011191
                    169,                0.17334,                0.32558,                0.03037,                0.90184,                0.89257,                0.96446,                0.89577,                  0.159,                0.38052,                0.03143,              0.0011158,              0.0011158,              0.0011158
                    170,                0.16812,                0.32926,                0.03009,                 0.9168,                0.87265,                0.96383,                0.90195,                0.15117,                0.38563,                0.03275,              0.0011125,              0.0011125,              0.0011125
                    171,                0.16637,                0.31806,                0.02967,                0.91123,                0.87604,                  0.963,                0.90637,                0.14155,                0.39523,                 0.0287,              0.0011092,              0.0011092,              0.0011092
                    172,                0.16849,                0.32179,                 0.0292,                0.89794,                0.88776,                0.96234,                0.89304,                0.16546,                 0.3975,                0.03609,              0.0011059,              0.0011059,              0.0011059
                    173,                 0.1688,                0.32306,                0.02945,                0.91033,                0.88314,                0.96166,                 0.9086,                0.13568,                0.39885,                 0.0278,              0.0011026,              0.0011026,              0.0011026
                    174,                0.16952,                0.31697,                0.02975,                0.90138,                0.89068,                0.96329,                0.90677,                 0.1416,                0.38948,                0.02835,              0.0010993,              0.0010993,              0.0010993
                    175,                0.16675,                0.32386,                0.02881,                0.88029,                0.90239,                0.95968,                0.90194,                0.14507,                0.38231,                0.03031,               0.001096,               0.001096,               0.001096
                    176,                0.17379,                0.33458,                0.03011,                0.90099,                0.88391,                0.96136,                0.90516,                0.14575,                0.39402,                0.02977,              0.0010927,              0.0010927,              0.0010927
                    177,                0.16707,                 0.3239,                0.02904,                 0.9132,                0.88034,                0.96344,                0.90783,                0.13979,                0.40409,                0.02778,              0.0010894,              0.0010894,              0.0010894
                    178,                0.17028,                0.32481,                0.02928,                0.89645,                0.89627,                 0.9639,                0.90505,                 0.1385,                0.38398,                0.02652,              0.0010861,              0.0010861,              0.0010861
                    179,                0.17113,                0.32819,                0.02971,                    nan,                0.98176,                0.95353,                0.88948,                    nan,                    nan,                    nan,              0.0010828,              0.0010828,              0.0010828
                    180,                0.17033,                0.32911,                0.02948,                0.90953,                0.88242,                0.96354,                0.90451,                0.14066,                0.38956,                0.02729,              0.0010795,              0.0010795,              0.0010795
                    181,                0.16353,                0.31634,                0.02863,                0.90041,                0.89375,                0.96378,                0.89171,                0.15974,                0.40366,                0.02986,              0.0010762,              0.0010762,              0.0010762
                    182,                0.16539,                0.31756,                0.02888,                0.90373,                0.88712,                0.96382,                0.90226,                0.14806,                0.39641,                0.02962,              0.0010729,              0.0010729,              0.0010729
                    183,                0.16607,                0.31913,                0.02887,                0.88835,                0.90014,                0.96201,                0.90584,                0.14257,                0.40375,                0.02887,              0.0010696,              0.0010696,              0.0010696
                    184,                0.16545,                0.32929,                0.02861,                 0.9018,                0.90048,                 0.9634,                0.90579,                0.14312,                 0.4176,                 0.0291,              0.0010663,              0.0010663,              0.0010663
                    185,                0.16522,                0.31907,                0.02919,                0.88596,                0.89897,                0.96336,                0.90663,                0.13755,                0.39576,                0.02753,               0.001063,               0.001063,               0.001063
                    186,                0.16105,                0.31703,                0.02762,                0.90722,                0.88499,                0.96401,                0.89972,                 0.1508,                0.40022,                0.02972,              0.0010597,              0.0010597,              0.0010597
                    187,                0.16642,                0.31488,                0.02968,                0.87889,                0.90169,                0.96195,                0.89656,                0.15282,                0.40719,                0.02908,              0.0010564,              0.0010564,              0.0010564
                    188,                0.16571,                 0.3232,                 0.0282,                0.91152,                  0.878,                0.96305,                0.89735,                0.14941,                0.41265,                0.02887,              0.0010531,              0.0010531,              0.0010531
                    189,                0.16831,                0.31863,                0.02918,                0.90171,                0.88486,                0.96233,                0.90628,                0.13752,                0.38826,                0.02807,              0.0010498,              0.0010498,              0.0010498
                    190,                0.16917,                 0.3185,                0.03048,                0.88459,                0.90268,                0.96292,                0.89931,                0.14913,                0.39517,                0.02862,              0.0010465,              0.0010465,              0.0010465
                    191,                0.16906,                0.32018,                 0.0291,                0.89657,                0.89608,                0.96176,                0.90531,                0.13852,                0.38873,                0.03035,              0.0010432,              0.0010432,              0.0010432
                    192,                0.16344,                0.31741,                0.02816,                0.88262,                0.88966,                0.95801,                0.89446,                0.15012,                0.41241,                0.02923,              0.0010399,              0.0010399,              0.0010399
                    193,                 0.1692,                0.32921,                0.02914,                  0.884,                 0.9027,                 0.9602,                0.90294,                0.14058,                0.39445,                 0.0296,              0.0010366,              0.0010366,              0.0010366
                    194,                 0.1684,                0.32247,                0.02946,                0.89839,                0.89066,                0.96195,                0.90741,                 0.1365,                0.39713,                0.03011,              0.0010333,              0.0010333,              0.0010333
                    195,                0.17123,                0.33089,                0.03068,                0.89996,                0.88268,                0.96072,                0.89217,                 0.1582,                0.43068,                0.03204,                0.00103,                0.00103,                0.00103
                    196,                0.16606,                0.31933,                 0.0291,                    nan,                 0.9828,                 0.9504,                0.88915,                    nan,                    nan,                    nan,              0.0010267,              0.0010267,              0.0010267
                    197,                0.16473,                 0.3132,                0.02888,                    nan,                0.94842,                0.91703,                0.85849,                    nan,                    nan,                    nan,              0.0010234,              0.0010234,              0.0010234
                    198,                0.17167,                 0.3197,                0.02907,                    nan,                0.97886,                0.94581,                0.88853,                    nan,                    nan,                    nan,              0.0010201,              0.0010201,              0.0010201
                    199,                0.16678,                0.32112,                0.02792,                    nan,                0.98216,                0.94825,                0.88839,                    nan,                    nan,                    nan,              0.0010168,              0.0010168,              0.0010168
                    200,                0.16825,                0.31848,                0.02864,                    nan,                0.98298,                0.95142,                0.89499,                    nan,                    nan,                    nan,              0.0010135,              0.0010135,              0.0010135
                    201,                0.16953,                0.32812,                0.02882,                    nan,                0.98176,                0.94929,                 0.8791,                    nan,                    nan,                    nan,              0.0010102,              0.0010102,              0.0010102
                    202,                0.16631,                0.32018,                0.02918,                    nan,                0.98176,                0.94914,                0.88822,                    nan,                    nan,                    nan,              0.0010069,              0.0010069,              0.0010069
                    203,                0.16663,                0.31484,                0.02908,                    nan,                 0.9828,                0.94878,                0.88414,                    nan,                    nan,                    nan,              0.0010036,              0.0010036,              0.0010036
                    204,                0.16265,                0.31545,                0.02775,                    nan,                0.98239,                0.94877,                0.89064,                    nan,                    nan,                    nan,              0.0010003,              0.0010003,              0.0010003
                    205,                0.16871,                0.31913,                 0.0294,                0.90229,                0.88029,                0.96179,                0.90623,                 0.1444,                0.40215,                0.02817,             0.00099697,             0.00099697,             0.00099697
                    206,                 0.1742,                0.32294,                0.02893,                 0.8907,                0.89363,                0.96256,                0.90307,                 0.1467,                0.39191,                0.02993,             0.00099367,             0.00099367,             0.00099367
                    207,                0.17059,                0.32239,                0.02838,                    nan,                0.98239,                0.95315,                 0.8862,                    nan,                    nan,                    nan,             0.00099036,             0.00099036,             0.00099036
                    208,                0.16858,                0.31827,                0.02819,                    nan,                 0.9832,                0.95289,                0.88964,                    nan,                    nan,                    nan,             0.00098706,             0.00098706,             0.00098706
                    209,                0.16594,                0.32121,                0.02802,                0.89381,                0.88859,                0.96203,                0.90348,                0.14581,                0.44107,                0.02809,             0.00098376,             0.00098376,             0.00098376
                    210,                0.17413,                0.32313,                0.02896,                 0.8991,                0.89155,                0.96326,                0.90662,                0.14175,                0.37611,                0.02908,             0.00098046,             0.00098046,             0.00098046
                    211,                0.16651,                0.32165,                0.02847,                0.88755,                0.90158,                0.96271,                0.88681,                0.16573,                0.42187,                0.03171,             0.00097716,             0.00097716,             0.00097716
                    212,                0.17333,                0.32211,                0.02866,                0.87898,                0.89911,                0.96211,                 0.9002,                0.14683,                0.40909,                0.02905,             0.00097386,             0.00097386,             0.00097386
                    213,                0.16746,                0.31436,                0.02788,                0.88509,                 0.8992,                0.96223,                 0.9095,                0.13472,                0.38754,                0.02828,             0.00097056,             0.00097056,             0.00097056
                    214,                0.16976,                0.31585,                0.02848,                0.88353,                0.89362,                0.95935,                 0.8887,                0.16098,                0.44577,                 0.0314,             0.00096726,             0.00096726,             0.00096726
                    215,                 0.1619,                0.31318,                0.02727,                0.88589,                0.88377,                0.95746,                0.89644,                0.14775,                0.41498,                0.02964,             0.00096396,             0.00096396,             0.00096396
                    216,                0.16236,                0.30994,                0.02784,                0.87552,                 0.9006,                0.96013,                0.90275,                0.14578,                0.41233,                0.02895,             0.00096066,             0.00096066,             0.00096066
                    217,                0.16074,                0.30846,                0.02646,                0.88523,                 0.8889,                0.95971,                0.90355,                 0.1441,                0.40615,                0.02939,             0.00095736,             0.00095736,             0.00095736
                    218,                0.15873,                0.29633,                0.02866,                0.89426,                0.88365,                0.96079,                0.90519,                0.14149,                0.39852,                0.02843,             0.00095406,             0.00095406,             0.00095406
                    219,                0.16175,                0.31282,                0.02749,                0.89529,                 0.8855,                0.96025,                0.90625,                0.13869,                0.39954,                0.02922,             0.00095076,             0.00095076,             0.00095076
                    220,                0.16984,                0.31874,                 0.0286,                0.89813,                0.88577,                 0.9605,                0.89626,                0.15564,                0.41208,                 0.0309,             0.00094746,             0.00094746,             0.00094746
